text,code
74 write a program to check if any value appears at least twice in the array using Counting Sort,"def countSort(array):
    i_lower_bound , upper_bound = min(array), max(array)
    lower_bound = i_lower_bound
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item + lb for item in array]
        lower_bound , upper_bound = min(array), max(array)
    counter_array = [0]*(upper_bound-lower_bound+1)
    for item in array:
        counter_array[item-lower_bound] += 1
    pos = 0
    for idx, item in enumerate(counter_array):
        num = idx + lower_bound
        for i in range(item):
            array[pos] = num
            pos += 1
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item - lb for item in array]
    return array
arr = [1,2,3,1]
arr = countSort(arr)
for i in range(len(arr)-1):
    if arr[i] == arr[i+1]:
        print(""A value appears at least twice in the array"")
        break
    else:
        if (i+1 == len(arr)-1):
            print(""No value appear twice in the array"")








"
75 write a python program to find the third maximum number in the array that is distinct using counting sort,"def countSort(array):
    i_lower_bound , upper_bound = min(array), max(array)
    lower_bound = i_lower_bound
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item + lb for item in array]
        lower_bound , upper_bound = min(array), max(array)
    counter_array = [0]*(upper_bound-lower_bound+1)
    for item in array:
        counter_array[item-lower_bound] += 1
    pos = 0
    for idx, item in enumerate(counter_array):
        num = idx + lower_bound
        for i in range(item):
            array[pos] = num
            pos += 1
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item - lb for item in array]
    return array
arr = [2,2,3,1]
arr = countSort(arr)
count = 1
prev = arr[0]
for i in range(len(arr)):
    if arr[i] != prev:
        count += 1
        prev = arr[i]
        if count == 3:
            print(arr[i])








"
76 write a program to find three numbers with maximum product in an array using counting sort,"def countSort(array):
    i_lower_bound , upper_bound = min(array), max(array)
    lower_bound = i_lower_bound
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item + lb for item in array]
        lower_bound , upper_bound = min(array), max(array)
    counter_array = [0]*(upper_bound-lower_bound+1)
    for item in array:
        counter_array[item-lower_bound] += 1
    pos = 0
    for idx, item in enumerate(counter_array):
        num = idx + lower_bound
        for i in range(item):
            array[pos] = num
            pos += 1
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item - lb for item in array]
    return array
arr = [1,2,3,4]
arr = countSort(arr)
print(max(arr[-1] * arr[-2] * arr[-3], arr[0] * arr[1] * arr[-1]))








"
"77 Write a Python program to find the largest perimeter of a triangle with a non-zero area, formed from three of these lengths in an array using Counting Sort","def countSort(array):
    i_lower_bound , upper_bound = min(array), max(array)
    lower_bound = i_lower_bound
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item + lb for item in array]
        lower_bound , upper_bound = min(array), max(array)
    counter_array = [0]*(upper_bound-lower_bound+1)
    for item in array:
        counter_array[item-lower_bound] += 1
    pos = 0
    for idx, item in enumerate(counter_array):
        num = idx + lower_bound
        for i in range(item):
            array[pos] = num
            pos += 1
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item - lb for item in array]
    return array
arr = [2,1,2]
arr = countSort(arr)[::-1]
for i in range(len(arr)-2):
    if arr[i] + arr[i+1] > arr[i+2]:
        print(arr[i] + arr[i+1] + arr[i+2])








"
79 write a python program to find the mean of the remaining integers in the array after removing the smallest 5% and the largest 5% of the elements using counting sort,"def countSort(array):
    i_lower_bound , upper_bound = min(array), max(array)
    lower_bound = i_lower_bound
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item + lb for item in array]
        lower_bound , upper_bound = min(array), max(array)
    counter_array = [0]*(upper_bound-lower_bound+1)
    for item in array:
        counter_array[item-lower_bound] += 1
    pos = 0
    for idx, item in enumerate(counter_array):
        num = idx + lower_bound
        for i in range(item):
            array[pos] = num
            pos += 1
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item - lb for item in array]
    return array
arr = [1,3,3,2,2,2,2,2,2,2,2,3,3,1]
arr = countSort(arr)
start = int(len(arr)*5/100)
arr2 = arr[start:len(arr)-start]
print(sum(arr2)/len(arr2))








"
80 write a program to find out the number of integers in the array that are smaller than each element using counting sort,"def countSort(array):
    i_lower_bound , upper_bound = min(array), max(array)
    lower_bound = i_lower_bound
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item + lb for item in array]
        lower_bound , upper_bound = min(array), max(array)
    counter_array = [0]*(upper_bound-lower_bound+1)
    for item in array:
        counter_array[item-lower_bound] += 1
    pos = 0
    for idx, item in enumerate(counter_array):
        num = idx + lower_bound
        for i in range(item):
            array[pos] = num
            pos += 1
    if i_lower_bound < 0:
        lb = abs(i_lower_bound)
        array = [item - lb for item in array]
    return array
arr = [6,5,4,8]
arr2 = countSort(arr.copy())
print([arr2.index(i) for i in arr])








"
81 write a Python program to sort an array in ascending order using radix sort,"import itertools
def radixSort(array):
    min_num = min(array)
    if min_num < 0:
        lb = abs(min_num)
        array = [item + lb for item in array]
    n_digits = len(str(max(array)))
    for dgt in range(n_digits):
        buckets = [[] for i in range(10)]
        for num in array:
            idx = (num // (10**dgt)) % 10
            buckets[idx].append(num)
        array = list(itertools.chain(*buckets))
    if min_num < 0:
        lb = abs(min_num)
        array = [item - lb for item in array]
    return array
arr = [9,4,3,5,6,1,2,7]
print(radixSort(arr))








"
"83 write a python program to find the element that appears more than half of the array size using Radix Sort, assume that this element always exists in the array","import itertools
def radixSort(array):
    min_num = min(array)
    if min_num < 0:
        lb = abs(min_num)
        array = [item + lb for item in array]
    n_digits = len(str(max(array)))
    for dgt in range(n_digits):
        buckets = [[] for i in range(10)]
        for num in array:
            idx = (num // (10**dgt)) % 10
            buckets[idx].append(num)
        array = list(itertools.chain(*buckets))
    if min_num < 0:
        lb = abs(min_num)
        array = [item - lb for item in array]
    return array
arr = [2,2,1,1,1,2,2]
arr = radixSort(arr)
print(arr[len(arr)//2])








"
85 write a python program to find the element which is the third distinct maximum number in this array using radix sort,"import itertools
def radixSort(array):
    min_num = min(array)
    if min_num < 0:
        lb = abs(min_num)
        array = [item + lb for item in array]
    n_digits = len(str(max(array)))
    for dgt in range(n_digits):
        buckets = [[] for i in range(10)]
        for num in array:
            idx = (num // (10**dgt)) % 10
            buckets[idx].append(num)
        array = list(itertools.chain(*buckets))
    if min_num < 0:
        lb = abs(min_num)
        array = [item - lb for item in array]
    return array
arr = [2,2,3,1]
arr = radixSort(arr)
count = 1
prev = arr[0]
for i in range(len(arr)):
    if arr[i] != prev:
        count += 1
        prev = arr[i]
        if count == 3:
            print(arr[i])








"
86 write a program to find three numbers whose product is maximum in an array using Radix Sort,"import itertools
def radixSort(array):
    min_num = min(array)
    if min_num < 0:
        lb = abs(min_num)
        array = [item + lb for item in array]
    n_digits = len(str(max(array)))
    for dgt in range(n_digits):
        buckets = [[] for i in range(10)]
        for num in array:
            idx = (num // (10**dgt)) % 10
            buckets[idx].append(num)
        array = list(itertools.chain(*buckets))
    if min_num < 0:
        lb = abs(min_num)
        array = [item - lb for item in array]
    return array
arr = [1,2,3,4]
arr = radixSort(arr)
print(max(arr[-1] * arr[-2] * arr[-3], arr[0] * arr[1] * arr[-1]))








"
"87 write a program to find the largest perimeter of a triangle with a non-zero area, formed from three of these lengths in an array using radix sort","import itertools
def radixSort(array):
    min_num = min(array)
    if min_num < 0:
        lb = abs(min_num)
        array = [item + lb for item in array]
    n_digits = len(str(max(array)))
    for dgt in range(n_digits):
        buckets = [[] for i in range(10)]
        for num in array:
            idx = (num // (10**dgt)) % 10
            buckets[idx].append(num)
        array = list(itertools.chain(*buckets))
    if min_num < 0:
        lb = abs(min_num)
        array = [item - lb for item in array]
    return array
arr = [2,1,2]
arr = radixSort(arr)[::-1]
for i in range(len(arr)-2):
    if arr[i] + arr[i+1] > arr[i+2]:
        print(arr[i] + arr[i+1] + arr[i+2])








"
88 Write a Python program to print an array of the squares of each number sorted in non-decreasing order of a given array using radix sort,"import itertools
def radixSort(array):
    min_num = min(array)
    if min_num < 0:
        lb = abs(min_num)
        array = [item + lb for item in array]
    n_digits = len(str(max(array)))
    for dgt in range(n_digits):
        buckets = [[] for i in range(10)]
        for num in array:
            idx = (num // (10**dgt)) % 10
            buckets[idx].append(num)
        array = list(itertools.chain(*buckets))
    if min_num < 0:
        lb = abs(min_num)
        array = [item - lb for item in array]
    return array
arr = [-2,-1,0,3,4]
for i in range(len(arr)):
    arr[i] *= arr[i]
print(radixSort(arr))








"
90 write a python program to find out how many numbers are smaller than each element in the array using Radix Sort,"import itertools
def radixSort(array):
    min_num = min(array)
    if min_num < 0:
        lb = abs(min_num)
        array = [item + lb for item in array]
    n_digits = len(str(max(array)))
    for dgt in range(n_digits):
        buckets = [[] for i in range(10)]
        for num in array:
            idx = (num // (10**dgt)) % 10
            buckets[idx].append(num)
        array = list(itertools.chain(*buckets))
    if min_num < 0:
        lb = abs(min_num)
        array = [item - lb for item in array]
    return array
arr = [6,5,4,8]
arr2 = radixSort(arr.copy())
print([arr2.index(i) for i in arr])








"
91 write a program to sort an array in ascending order using bucket sort,"def bucketSort(array):
    largest = max(array)
    length = len(array)
    size = largest/length
    buckets = [[] for i in range(length)]
    for i in range(length):
        index = int(array[i]/size)
        if index != length:
            buckets[index].append(array[i])
        else:
            buckets[length - 1].append(array[i])
    for i in range(len(array)):
        buckets[i] = sorted(buckets[i])
    result = []
    for i in range(length):
        result = result + buckets[i]
    return result
arr = [9,4,3,5,6,1,2,7]
print(bucketSort(arr))








"
92 write a program to sort an array in descending order using bucket sort,"def bucketSort(array):
    largest = max(array)
    length = len(array)
    size = largest/length
    buckets = [[] for i in range(length)]
    for i in range(length):
        index = int(array[i]/size)
        if index != length:
            buckets[index].append(array[i])
        else:
            buckets[length - 1].append(array[i])
    for i in range(len(array)):
        buckets[i] = sorted(buckets[i])
    result = []
    for i in range(length):
        result = result + buckets[i]
    return result[::-1]
arr = [9,4,3,5,6,1,2,7]
print(bucketSort(arr))








"
94 Write a python program to check if any value appears at least twice in the array using bucket sort,"def bucketSort(array):
    largest = max(array)
    length = len(array)
    size = largest/length
    buckets = [[] for i in range(length)]
    for i in range(length):
        index = int(array[i]/size)
        if index != length:
            buckets[index].append(array[i])
        else:
            buckets[length - 1].append(array[i])
    for i in range(len(array)):
        buckets[i] = sorted(buckets[i])
    result = []
    for i in range(length):
        result = result + buckets[i]
    return result
arr = [1,2,3,1]
arr = bucketSort(arr)
for i in range(len(arr)-1):
    if arr[i] == arr[i+1]:
        print(""A value appears at least twice in the array"")
        break
    else:
        if (i+1 == len(arr)-1):
            print(""No value appear twice in the array"")








"
96 Write a program to find three numbers in an array with maximum product using bucket sort,"def bucketSort(array):
    largest = max(array)
    length = len(array)
    size = largest/length
    buckets = [[] for i in range(length)]
    for i in range(length):
        index = int(array[i]/size)
        if index != length:
            buckets[index].append(array[i])
        else:
            buckets[length - 1].append(array[i])
    for i in range(len(array)):
        buckets[i] = sorted(buckets[i])
    result = []
    for i in range(length):
        result = result + buckets[i]
    return result
arr = [1,2,3,4]
arr = bucketSort(arr)
print(max(arr[-1] * arr[-2] * arr[-3], arr[0] * arr[1] * arr[-1]))








"
"97 write a program to find the largest perimeter of a triangle with a non-zero area, formed from three of these lengths in an array using Bucket Sort","def bucketSort(array):
    largest = max(array)
    length = len(array)
    size = largest/length
    buckets = [[] for i in range(length)]
    for i in range(length):
        index = int(array[i]/size)
        if index != length:
            buckets[index].append(array[i])
        else:
            buckets[length - 1].append(array[i])
    for i in range(len(array)):
        buckets[i] = sorted(buckets[i])
    result = []
    for i in range(length):
        result = result + buckets[i]
    return result
arr = [2,1,2]
arr = bucketSort(arr)[::-1]
for i in range(len(arr)-2):
    if arr[i] + arr[i+1] > arr[i+2]:
        print(arr[i] + arr[i+1] + arr[i+2])








"
98 write a python program to print an array of the squares of each number sorted in ascending order of a given array using Bucket Sort,"def bucketSort(array):
    largest = max(array)
    length = len(array)
    size = largest/length
    buckets = [[] for i in range(length)]
    for i in range(length):
        index = int(array[i]/size)
        if index != length:
            buckets[index].append(array[i])
        else:
            buckets[length - 1].append(array[i])
    for i in range(len(array)):
        buckets[i] = sorted(buckets[i])
    result = []
    for i in range(length):
        result = result + buckets[i]
    return result
arr = [-2,-1,0,3,4]
for i in range(len(arr)):
    arr[i] *= arr[i]
print(bucketSort(arr))








"
99 write a python program to find the mean of the remaining integers after removing the first 5% and the last 5% of the elements in an array using bucket sort,"def bucketSort(array):
    largest = max(array)
    length = len(array)
    size = largest/length
    buckets = [[] for i in range(length)]
    for i in range(length):
        index = int(array[i]/size)
        if index != length:
            buckets[index].append(array[i])
        else:
            buckets[length - 1].append(array[i])
    for i in range(len(array)):
        buckets[i] = sorted(buckets[i])
    result = []
    for i in range(length):
        result = result + buckets[i]
    return result
arr = [1,3,3,2,2,2,2,2,2,2,2,3,3,1]
arr = bucketSort(arr)
start = int(len(arr)*5/100)
arr2 = arr[start:len(arr)-start]
print(sum(arr2)/len(arr2))








"
102 write a program to sort an array in descending order using Random Pivot Quick Sort,"import random


def partition(A, left_index, right_index):
    pivot = A[left_index]
    i = left_index + 1
    for j in range(left_index + 1, right_index):
        if A[j] > pivot:
            A[j], A[i] = A[i], A[j]
            i += 1
    A[left_index], A[i - 1] = A[i - 1], A[left_index]
    return i - 1


def quick_sort_random(A, left, right):
    if left < right:
        pivot = random.randint(left, right - 1)
        A[pivot], A[left] = (A[left], A[pivot])
        pivot_index = partition(A, left, right)
        quick_sort_random(A, left, pivot_index)
        quick_sort_random(A, pivot_index + 1, right)


nums = [1.1, 1, 0, -1, -1.1, .1]
print(""\nOriginal list:"")
print(nums)
print(""After applying Random Pivot Quick Sort the said list becomes:"")
quick_sort_random(nums, 0, len(nums))
print(nums)






"
"103 Write a Python program to find the element that appears more than half of the array size using Random Pivot Quick Sort, assume that this element always exists in the array","import random


def partition(A, left_index, right_index):
    pivot = A[left_index]
    i = left_index + 1
    for j in range(left_index + 1, right_index):
        if A[j] < pivot:
            A[j], A[i] = A[i], A[j]
            i += 1
    A[left_index], A[i - 1] = A[i - 1], A[left_index]
    return i - 1


def quick_sort_random(A, left, right):
    if left < right:
        pivot = random.randint(left, right - 1)
        A[pivot], A[left] = (A[left], A[pivot])
        pivot_index = partition(A, left, right)
        quick_sort_random(A, left, pivot_index)
        quick_sort_random(A, pivot_index + 1, right)


arr = [2,2,1,1,1,2,2]
quick_sort_random(arr, 0, len(arr))
print(arr[len(arr)//2])








"
105 write a python program to find the third distinct maximum number in this array using random pivot quick sort,"import random


def partition(A, left_index, right_index):
    pivot = A[left_index]
    i = left_index + 1
    for j in range(left_index + 1, right_index):
        if A[j] < pivot:
            A[j], A[i] = A[i], A[j]
            i += 1
    A[left_index], A[i - 1] = A[i - 1], A[left_index]
    return i - 1


def quick_sort_random(A, left, right):
    if left < right:
        pivot = random.randint(left, right - 1)
        A[pivot], A[left] = (A[left], A[pivot])
        pivot_index = partition(A, left, right)
        quick_sort_random(A, left, pivot_index)
        quick_sort_random(A, pivot_index + 1, right)


arr = [2,2,3,1]
quick_sort_random(arr, 0, len(arr))
count = 1
prev = arr[0]
for i in range(len(arr)):
    if arr[i] != prev:
        count += 1
        prev = arr[i]
        if count == 3:
            print(arr[i])








"
"107 write a program to find the largest perimeter of a triangle with a non-zero area, formed from three of these lengths in an array using random pivot quick sort","import random


def partition(A, left_index, right_index):
    pivot = A[left_index]
    i = left_index + 1
    for j in range(left_index + 1, right_index):
        if A[j] < pivot:
            A[j], A[i] = A[i], A[j]
            i += 1
    A[left_index], A[i - 1] = A[i - 1], A[left_index]
    return i - 1


def quick_sort_random(A, left, right):
    if left < right:
        pivot = random.randint(left, right - 1)
        A[pivot], A[left] = (A[left], A[pivot])
        pivot_index = partition(A, left, right)
        quick_sort_random(A, left, pivot_index)
        quick_sort_random(A, pivot_index + 1, right)
        
arr = [5,3,2,8]
quick_sort_random(arr, 0, len(arr))
arr = arr[::-1]
for i in range(len(arr)-2):
    if arr[i] + arr[i+1] > arr[i+2]:
        print(arr[i] + arr[i+1] + arr[i+2])








"
108 Write a Python program to print an array of the squares of each integer sorted in non-decreasing order of a given array using Random Pivot Quick Sort,"import random


def partition(A, left_index, right_index):
    pivot = A[left_index]
    i = left_index + 1
    for j in range(left_index + 1, right_index):
        if A[j] < pivot:
            A[j], A[i] = A[i], A[j]
            i += 1
    A[left_index], A[i - 1] = A[i - 1], A[left_index]
    return i - 1


def quick_sort_random(A, left, right):
    if left < right:
        pivot = random.randint(left, right - 1)
        A[pivot], A[left] = (A[left], A[pivot])
        pivot_index = partition(A, left, right)
        quick_sort_random(A, left, pivot_index)
        quick_sort_random(A, pivot_index + 1, right)
        
arr = [-2,-1,0,3,4]
for i in range(len(arr)):
    arr[i] *= arr[i]
quick_sort_random(arr, 0, len(arr))
print(arr)








"
109 write a program to find the mean of the remaining numbers after removing the smallest 5% and the largest 5% of the elements in an array using Random Pivot Quick Sort,"import random


def partition(A, left_index, right_index):
    pivot = A[left_index]
    i = left_index + 1
    for j in range(left_index + 1, right_index):
        if A[j] < pivot:
            A[j], A[i] = A[i], A[j]
            i += 1
    A[left_index], A[i - 1] = A[i - 1], A[left_index]
    return i - 1


def quick_sort_random(A, left, right):
    if left < right:
        pivot = random.randint(left, right - 1)
        A[pivot], A[left] = (A[left], A[pivot])
        pivot_index = partition(A, left, right)
        quick_sort_random(A, left, pivot_index)
        quick_sort_random(A, pivot_index + 1, right)
        
arr = [1,3,3,2,2,2,2,2,2,2,2,3,3,1]
quick_sort_random(arr, 0, len(arr))
start = int(len(arr)*5/100)
arr2 = arr[start:len(arr)-start]
print(sum(arr2)/len(arr2))








"
110 write a python program to find out how many numbers are smaller than each element in the array using Random Pivot Quick Sort,"import random


def partition(A, left_index, right_index):
    pivot = A[left_index]
    i = left_index + 1
    for j in range(left_index + 1, right_index):
        if A[j] < pivot:
            A[j], A[i] = A[i], A[j]
            i += 1
    A[left_index], A[i - 1] = A[i - 1], A[left_index]
    return i - 1


def quick_sort_random(A, left, right):
    if left < right:
        pivot = random.randint(left, right - 1)
        A[pivot], A[left] = (A[left], A[pivot])
        pivot_index = partition(A, left, right)
        quick_sort_random(A, left, pivot_index)
        quick_sort_random(A, pivot_index + 1, right)
        
arr = [6,5,4,8]
arr2 = arr.copy()
quick_sort_random(arr2, 0, len(arr2))
print([arr2.index(i) for i in arr])






"
111 Write a python program to sort an array in ascending order using Recursive Bubble Sort,"def rec_bubble_sort(list_data: list, length: int = 0) -> list:
    length = length or len(list_data)
    swap = False
    for i in range(length - 1):
        if list_data[i] > list_data[i + 1]:
            list_data[i], list_data[i + 1] = list_data[i + 1], list_data[i]
            swap = True


    return list_data if not swap else rec_bubble_sort(list_data, length - 1)


arr = [9,4,3,5,6,1,2,7]
print(rec_bubble_sort(arr))








"
"113 write a program to find the element that appears more than ⌊n / 2⌋ times in an array using Recursive bubble sort, assume that this element always exists in the array","def rec_bubble_sort(list_data: list, length: int = 0) -> list:
    length = length or len(list_data)
    swap = False
    for i in range(length - 1):
        if list_data[i] > list_data[i + 1]:
            list_data[i], list_data[i + 1] = list_data[i + 1], list_data[i]
            swap = True


    return list_data if not swap else rec_bubble_sort(list_data, length - 1)


arr = [2,2,1,1,1,2,2]
arr = rec_bubble_sort(arr)
print(arr[len(arr)//2])








"
114 Write a python program to check if any element appears at least twice in the array using Recursive bubble sort,"def rec_bubble_sort(list_data: list, length: int = 0) -> list:
    length = length or len(list_data)
    swap = False
    for i in range(length - 1):
        if list_data[i] > list_data[i + 1]:
            list_data[i], list_data[i + 1] = list_data[i + 1], list_data[i]
            swap = True


    return list_data if not swap else rec_bubble_sort(list_data, length - 1)


arr = [1,2,3,1]
arr = rec_bubble_sort(arr)
for i in range(len(arr)-1):
    if arr[i] == arr[i+1]:
        print(""A value appears at least twice in the array"")
        break
    else:
        if (i+1 == len(arr)-1):
            print(""No value appear twice in the array"")








"
116 write a python program to find three numbers with maximum product in the array using recursive bubble sort,"def rec_bubble_sort(list_data: list, length: int = 0) -> list:
    length = length or len(list_data)
    swap = False
    for i in range(length - 1):
        if list_data[i] > list_data[i + 1]:
            list_data[i], list_data[i + 1] = list_data[i + 1], list_data[i]
            swap = True


    return list_data if not swap else rec_bubble_sort(list_data, length - 1)


arr = [1,2,3,4]
arr = rec_bubble_sort(arr)
print(max(arr[-1] * arr[-2] * arr[-3], arr[0] * arr[1] * arr[-1]))








"
118 write a python program to print an array of the squares of each integer sorted in increasing order of a given array using Recursive Bubble Sort,"def rec_bubble_sort(list_data: list, length: int = 0) -> list:
    length = length or len(list_data)
    swap = False
    for i in range(length - 1):
        if list_data[i] > list_data[i + 1]:
            list_data[i], list_data[i + 1] = list_data[i + 1], list_data[i]
            swap = True


    return list_data if not swap else rec_bubble_sort(list_data, length - 1)


arr = [-2,-1,0,3,4]
for i in range(len(arr)):
    arr[i] *= arr[i]
print(rec_bubble_sort(arr))








"
119 write a program to find the mean of the remaining integers after removing the smallest 5% and the largest 5% of the elements in an array using Recursive Bubble Sort,"def rec_bubble_sort(list_data: list, length: int = 0) -> list:
    length = length or len(list_data)
    swap = False
    for i in range(length - 1):
        if list_data[i] > list_data[i + 1]:
            list_data[i], list_data[i + 1] = list_data[i + 1], list_data[i]
            swap = True


    return list_data if not swap else rec_bubble_sort(list_data, length - 1)


arr = [1,3,3,2,2,2,2,2,2,2,2,3,3,1]
arr = rec_bubble_sort(arr)
start = int(len(arr)*5/100)
arr2 = arr[start:len(arr)-start]
print(sum(arr2)/len(arr2))








"
110 write a python program to find out the number of integers in the array are smaller than each element using recursive bubble sort,"def rec_bubble_sort(list_data: list, length: int = 0) -> list:
    length = length or len(list_data)
    swap = False
    for i in range(length - 1):
        if list_data[i] > list_data[i + 1]:
            list_data[i], list_data[i + 1] = list_data[i + 1], list_data[i]
            swap = True


    return list_data if not swap else rec_bubble_sort(list_data, length - 1)


arr = [6,5,4,8]
arr2 = rec_bubble_sort(arr.copy())
print([arr2.index(i) for i in arr])






"
121 write a program to sort an array in ascending order using Recursive quick sort,"def rec_quick_sort(nums_list: list) -> list:
    if len(nums_list) <= 1:
        return nums_list
    else:
        return (rec_quick_sort([el for el in nums_list[1:] if el <= nums_list[0]]) + [nums_list[0]] + rec_quick_sort([el for el in nums_list[1:] if el > nums_list[0]]))


arr = [9,4,3,5,6,1,2,7]
print(rec_quick_sort(arr))








"
122 write a program to sort an array in descending order using Recursive quick sort,"def rec_quick_sort(nums_list: list) -> list:
    if len(nums_list) <= 1:
        return nums_list
    else:
        return (rec_quick_sort([el for el in nums_list[1:] if el <= nums_list[0]]) + [nums_list[0]] + rec_quick_sort([el for el in nums_list[1:] if el > nums_list[0]]))


arr = [9,4,3,5,6,1,2,7]
print(rec_quick_sort(arr)[::-1])








"
124 write a python program to find out if any value appears at least twice in the array using Recursive Quick Sort,"def rec_quick_sort(nums_list: list) -> list:
    if len(nums_list) <= 1:
        return nums_list
    else:
        return (rec_quick_sort([el for el in nums_list[1:] if el <= nums_list[0]]) + [nums_list[0]] + rec_quick_sort([el for el in nums_list[1:] if el > nums_list[0]]))


arr = [1,2,3,1]
arr = rec_quick_sort(arr)
for i in range(len(arr)-1):
    if arr[i] == arr[i+1]:
        print(""A value appears at least twice in the array"")
        break
    else:
        if (i+1 == len(arr)-1):
            print(""No value appear twice in the array"")








"
125 write a python program to find the number in an array that is the third distinct maximum using recursive quick sort,"def rec_quick_sort(nums_list: list) -> list:
    if len(nums_list) <= 1:
        return nums_list
    else:
        return (rec_quick_sort([el for el in nums_list[1:] if el <= nums_list[0]]) + [nums_list[0]] + rec_quick_sort([el for el in nums_list[1:] if el > nums_list[0]]))


arr = [2,2,3,1]
arr = rec_quick_sort(arr)
count = 1
prev = arr[0]
for i in range(len(arr)):
    if arr[i] != prev:
        count += 1
        prev = arr[i]
        if count == 3:
            print(arr[i])








"
"127 write a program to find the largest perimeter of a triangle with a non-zero area, formed from three of these lengths in an array using Recursive Quick Sort","def rec_quick_sort(nums_list: list) -> list:
    if len(nums_list) <= 1:
        return nums_list
    else:
        return (rec_quick_sort([el for el in nums_list[1:] if el <= nums_list[0]]) + [nums_list[0]] + rec_quick_sort([el for el in nums_list[1:] if el > nums_list[0]]))


arr = [2,1,2]
arr = rec_quick_sort(arr)[::-1]
for i in range(len(arr)-2):
    if arr[i] + arr[i+1] > arr[i+2]:
        print(arr[i] + arr[i+1] + arr[i+2])








"
129 Write a python program to find the mean of the remaining integers after removing the first 5 percent and the last 5 percent of the elements in an array using recursive quick sort,"def rec_quick_sort(nums_list: list) -> list:
    if len(nums_list) <= 1:
        return nums_list
    else:
        return (rec_quick_sort([el for el in nums_list[1:] if el <= nums_list[0]]) + [nums_list[0]] + rec_quick_sort([el for el in nums_list[1:] if el > nums_list[0]]))


arr = [1,3,3,2,2,2,2,2,2,2,2,3,3,1]
arr = rec_quick_sort(arr)
start = int(len(arr)*5/100)
arr2 = arr[start:len(arr)-start]
print(sum(arr2)/len(arr2))








"
130 write a program to find out how many numbers in the array are smaller than each element using recursive quick sort,"def rec_quick_sort(nums_list: list) -> list:
    if len(nums_list) <= 1:
        return nums_list
    else:
        return (rec_quick_sort([el for el in nums_list[1:] if el <= nums_list[0]]) + [nums_list[0]] + rec_quick_sort([el for el in nums_list[1:] if el > nums_list[0]]))


arr = [6,5,4,8]
arr2 = rec_quick_sort(arr.copy())
print([arr2.index(i) for i in arr])






"
131 write a python program to sort an array in non-decreasing order using Strand Sort,"import operator
def strand_sort(num_arr: list, reverse: bool = False, solution: list = None) -> list:
    _operator = operator.lt if reverse else operator.gt
    solution = solution or []
    if not num_arr:
        return solution
    sublist = [num_arr.pop(0)]
    for k, item in enumerate(num_arr):
        if _operator(item, sublist[-1]):
            sublist.append(item)
            num_arr.pop(k)


    #  merging sublist into solution list
    if not solution:
        solution.extend(sublist)
    else:
        while sublist:
            item = sublist.pop(0)
            for j, xx in enumerate(solution):
                if not _operator(item, xx):
                    solution.insert(j, item)
                    break
            else:
                solution.append(item)


    strand_sort(num_arr, reverse, solution)
    return solution


arr = [9,4,3,5,6,1,2,7]
print(strand_sort(arr))








"
132 write a program to sort an array in descending order using strand sort,"import operator
def strand_sort(num_arr: list, reverse: bool = False, solution: list = None) -> list:
    _operator = operator.lt if reverse else operator.gt
    solution = solution or []
    if not num_arr:
        return solution
    sublist = [num_arr.pop(0)]
    for k, item in enumerate(num_arr):
        if _operator(item, sublist[-1]):
            sublist.append(item)
            num_arr.pop(k)


    #  merging sublist into solution list
    if not solution:
        solution.extend(sublist)
    else:
        while sublist:
            item = sublist.pop(0)
            for j, xx in enumerate(solution):
                if not _operator(item, xx):
                    solution.insert(j, item)
                    break
            else:
                solution.append(item)


    strand_sort(num_arr, reverse, solution)
    return solution


arr = [9,4,3,5,6,1,2,7]
print(strand_sort(arr)[::-1])








"
"133 write a python program to find the integer that appears more than ⌊n / 2⌋ times in the array using strand sort, assume that this element always exists in the array","import operator
def strand_sort(num_arr: list, reverse: bool = False, solution: list = None) -> list:
    _operator = operator.lt if reverse else operator.gt
    solution = solution or []
    if not num_arr:
        return solution
    sublist = [num_arr.pop(0)]
    for k, item in enumerate(num_arr):
        if _operator(item, sublist[-1]):
            sublist.append(item)
            num_arr.pop(k)


    #  merging sublist into solution list
    if not solution:
        solution.extend(sublist)
    else:
        while sublist:
            item = sublist.pop(0)
            for j, xx in enumerate(solution):
                if not _operator(item, xx):
                    solution.insert(j, item)
                    break
            else:
                solution.append(item)


    strand_sort(num_arr, reverse, solution)
    return solution


arr = [2,2,1,1,1,2,2]
arr = strand_sort(arr)
print(arr[len(arr)//2])








"
